YEAR,MO,DY,CLRSKY_SFC_SW_DWN,T2M,ALLSKY_SFC_SW_DWN,RH2M,WS2M,ALLSKY_SFC_LW_DWN,PRECTOTCORR
2020,11,25,6.42,28.23,4.39,78,1.54,9.73,0.51
2020,11,26,6.3,27.84,4.54,81.91,1.61,9.76,1.68
2020,11,27,6.41,27.29,3.46,82.05,1.43,9.77,15.47
2020,11,28,6.45,28.45,4.64,76.5,1,9.74,2.33
2020,11,29,6.4,28.47,5.16,77.94,1.19,9.58,5.04
2020,11,30,6.47,28.55,5.45,75.51,1.07,9.62,13.02
2020,12,1,6.35,28.62,5.31,78.21,1.4,9.75,12.03
2020,12,2,6.26,28.37,5.04,80.62,1.48,9.68,11.53
2020,12,3,6.32,29.13,5.03,70.88,1.12,9.77,1.13
2020,12,4,6.2,29.15,5,73.37,0.96,9.86,2.88
2020,12,5,6.32,29,5.52,74.69,1.06,9.77,3.69
2020,12,6,6.32,28.52,3.3,77.19,1.17,9.9,51.53
2020,12,7,6.3,27.82,5.4,82.26,1.67,9.77,6.16
2020,12,8,6.28,27.4,4.46,82.69,1.55,9.73,4.04
2020,12,9,6.31,27.85,5.27,77.65,1.61,9.75,0.67
2020,12,10,6.36,27.71,5.46,78.98,1.51,9.65,0.26
2020,12,11,6.35,28.33,5.87,75.13,1.34,9.59,0.36
2020,12,12,6.37,28.54,5.85,76.46,1.07,9.73,5.44
2020,12,13,6.4,28.66,5.85,75.25,1.19,9.63,6.62
2020,12,14,6.38,28.14,4.18,76.83,0.99,9.62,10.95
2020,12,15,6.3,27.97,4.08,76.04,1.09,9.58,10.46
2020,12,16,6.32,27.64,4.52,80.16,1.29,9.56,7.23
2020,12,17,6.42,26.29,2.43,90.56,2.18,9.59,47.34
2020,12,18,6.28,26.28,1.02,88.2,3.19,9.83,16.89
2020,12,19,6.17,27.3,4.09,82.61,1.94,9.75,4.05
2020,12,20,6.11,27.25,4.21,83.96,1.65,9.72,5.43
2020,12,21,6.28,27.42,3.61,81.11,1.53,9.73,4.52
2020,12,22,6.26,27.75,5.6,78.26,1.52,9.69,0.45
2020,12,23,6.23,26.59,4.47,88.03,1.56,9.55,4.62
2020,12,24,6.25,28.1,5.03,75.94,1.2,9.5,0.8
2020,12,25,6.27,27.19,3.04,82.17,1.46,9.54,7.74
2020,12,26,6.16,26.14,3.87,86.25,1.56,9.74,12.23
2020,12,27,6.02,26.98,4.77,82.32,1.56,9.64,7.64
2020,12,28,5.93,27.54,3.18,80.25,1.23,9.86,6.79
2020,12,29,6.15,27.83,4.95,76.46,1.07,9.8,1.35
2020,12,30,6.26,27.47,5.32,79.33,1.17,9.68,2.45
2020,12,31,6.31,27.57,4.8,79.27,1.18,9.73,2.69
2021,1,1,6.31,26.58,2.11,85.1,1.27,9.69,11.56
2021,1,2,6.31,26.61,4.08,84.83,1.81,9.67,24.86
2021,1,3,6.24,27.2,3.78,79.96,1.53,9.79,3.97
2021,1,4,6.23,26.11,2.67,86.66,1.55,9.71,15.82
2021,1,5,6.28,27.39,4.22,84.5,1.08,9.69,29.33
2021,1,6,6.4,27.66,2.62,84.51,1.39,9.6,8.13
2021,1,7,6.32,26.95,2.38,80.51,1.02,9.75,6.75
2021,1,8,6.34,27.37,4.84,79.5,1.55,9.63,2.14
2021,1,9,6.24,27.45,4.55,79.28,1.52,9.75,1.16
2021,1,10,6.18,27.51,4.09,80.75,1.29,9.88,2.18
2021,1,11,6.41,26.31,1.19,89.28,1.81,9.75,11.14
2021,1,12,6.35,26.83,4.16,90.77,2.64,9.74,24.23
2021,1,13,6.42,27.26,5.04,84.95,1.53,9.73,0.58
2021,1,14,6.27,27.73,4.01,81.63,1.55,9.94,2.26
2021,1,15,6.21,28.01,3.75,78.24,1.06,9.97,2.26
2021,1,16,6.32,27.75,4.16,76.98,0.97,9.8,6.26
2021,1,17,6.3,27.45,2.98,78.3,1.19,9.65,22.26
2021,1,18,6.5,25.24,0.84,89.75,2.16,9.57,35.43
2021,1,19,6.46,26.72,4.3,85.65,1.86,9.76,4.54
2021,1,20,6.34,26.95,4.68,86.2,1.71,9.84,14.37
2021,1,21,6.39,26.61,3.84,86,1.9,9.76,8.3
2021,1,22,6.54,27.08,3.7,81.15,1.32,9.74,4.05
2021,1,23,6.47,27.36,3.84,76.97,1.21,9.67,1.04
2021,1,24,6.52,27.67,5.36,78.06,1.14,9.48,3.98
2021,1,25,6.56,27.59,4.82,79.22,1.26,9.62,3.58
2021,1,26,6.63,28.18,4.8,75.62,0.87,9.55,8.47
2021,1,27,6.8,27.18,5.46,76.86,1.7,9.22,0.93
2021,1,28,6.78,27.13,5.48,77.47,1.09,9.42,1.9
2021,1,29,6.65,26.24,4.14,83.84,2.51,9.67,5.07
2021,1,30,6.73,25.58,3.64,84.87,2.34,9.53,1.77
2021,1,31,6.75,26.5,4.49,83.03,2.02,9.58,37.33
2021,2,1,6.61,27.38,3.98,82,1.58,9.7,23.12
2021,2,2,6.68,27.09,4.33,81.61,1.49,9.57,2.74
2021,2,3,6.77,26.96,5.3,82.44,1.68,9.51,1.48
2021,2,4,6.71,26.96,3.89,79.78,1.66,9.87,3.23
2021,2,5,6.74,27.64,4.66,78.87,1.16,9.77,2.37
2021,2,6,6.76,27.05,5.47,81.06,1.76,9.33,0.17
2021,2,7,6.8,26.58,3.03,85.91,1.37,9.56,2.42
2021,2,8,6.8,25.42,2.14,91.34,2.58,9.66,39.36
2021,2,9,6.68,26.35,5.12,83.23,1.85,9.59,4.49
2021,2,10,6.72,27.48,5.12,83.04,1.84,9.7,10.41
2021,2,11,6.7,27.41,4.72,83.53,1.74,9.89,16.79
2021,2,12,6.69,27.73,4.92,82.36,1.67,9.88,23.81
2021,2,13,6.62,27.69,5.15,83.09,1.51,9.77,23
2021,2,14,6.68,26.72,5.22,82.42,1.57,9.75,24.95
2021,2,15,6.67,27.68,5.39,80.45,1.42,9.72,16.44
2021,2,16,6.95,27.5,4.36,79.15,1.25,9.82,1.65
2021,2,17,7.02,26.46,5.47,80.61,2.03,9.39,1.4
2021,2,18,6.95,25.81,4.92,86.24,2.62,9.45,4.21
2021,2,19,7.11,25.59,4.05,86.58,3.59,9.42,1.93
2021,2,20,7.1,25.07,4.66,88.53,2.95,9.64,3.63
2021,2,21,6.9,26.82,1.84,85.66,2.01,9.87,6.71
2021,2,22,7,28.01,6.08,80.33,1.19,9.65,0.9
2021,2,23,6.99,27.84,5.38,81.05,1.53,9.65,2.59
2021,2,24,7.03,27.47,4.74,78.06,1.74,9.77,0.84
2021,2,25,7.21,27.65,6.03,74.03,1.3,9.51,0.4
2021,2,26,7.14,27.97,5.6,78.85,1.14,9.77,0.37
2021,2,27,7.08,28.17,5.94,72.05,1.2,9.72,0.33
2021,2,28,7.16,27.62,5,80.95,1.04,9.84,9.39
2021,3,1,7.18,28.33,5.76,78.4,1.01,9.66,0.9
2021,3,2,7.2,27.65,5.69,80.55,1.68,9.53,1.4
2021,3,3,7.44,26.6,6.39,75.51,1.97,9.15,0.02
2021,3,4,7.38,26.98,5.68,78.05,1.77,9.44,0.08
2021,3,5,7.3,27.13,5.56,79.9,1.8,9.49,0.43
2021,3,6,7.2,27.19,5.23,78.4,1.84,9.5,0.65
2021,3,7,7.38,26.69,5.8,78.39,1.92,9.31,0.68
2021,3,8,7.38,27.14,5.63,78.44,1.29,9.39,1.39
2021,3,9,7.27,26.4,4.36,86.1,1.71,9.63,3.77
2021,3,10,7.3,25.84,3.48,88.38,2.08,9.69,6.68
2021,3,11,7.3,26.35,3.56,86.68,1.98,9.57,6.39
2021,3,12,7.21,26.62,3.87,79.55,1.84,9.67,5.11
2021,3,13,7.26,27.74,5.55,78.67,1.79,9.63,6.2
2021,3,14,7.27,28.41,5.86,75.88,1.23,9.62,7.82
2021,3,15,7.29,29.44,6.19,75.1,1.23,9.72,14.82
2021,3,16,7.24,28.88,5.78,78.52,1.47,9.79,6.34
2021,3,17,7.34,27.99,5.68,77.08,1.02,9.6,1.52
2021,3,18,7.47,27.98,6.22,79.52,1.26,9.47,0.26
2021,3,19,7.28,28.01,5.47,76.77,1.29,9.67,0.14
2021,3,20,7.42,27.5,5.16,82.5,1.49,9.8,2.23
2021,3,21,7.4,27.77,4.38,81.43,1.53,9.74,3.67
2021,3,22,7.45,27.82,6.22,79.67,1.66,9.46,0.83
2021,3,23,7.42,27.36,5.56,80.07,1.75,9.67,1.57
2021,3,24,7.37,27.04,3.36,85.28,1.42,9.74,6.87
2021,3,25,7.37,27.98,6.23,78.03,1.33,9.5,0.53
2021,3,26,7.37,27.58,6.23,76.63,1.56,9.46,0.03
2021,3,27,7.44,27.26,3.73,85.37,1.51,9.68,4.16
2021,3,28,7.35,27.5,4.52,86.23,1.3,9.8,2.72
2021,3,29,7.5,27.69,5.04,83.17,1.45,9.78,11.76
2021,3,30,7.28,27.1,3.76,84.6,1.59,9.79,4.35
2021,3,31,7.36,26.96,2.52,85.41,1.47,9.95,4.48
2021,4,1,7.46,28.31,4.88,80.58,1.11,9.96,2.27
2021,4,2,7.36,27.38,4.78,88.96,1.93,9.99,9.07
2021,4,3,7.44,28.05,6.2,79.19,1.61,9.72,1.3
2021,4,4,7.6,27.88,6.67,79.3,1.34,9.5,0.13
2021,4,5,7.28,27.84,6.46,81.29,1.62,9.74,0.2
2021,4,6,7.26,28,6.64,78.32,1.42,9.52,0.38
2021,4,7,7.21,28.29,6.49,77.4,1.19,9.62,0.67
2021,4,8,7.09,26.82,4.52,83.06,1.38,9.95,6.74
2021,4,9,7.15,28.35,5.39,76.87,1.14,10.04,5.26
2021,4,10,7.25,27.42,5.52,83.73,1.43,10,8.45
2021,4,11,7.34,28.16,4.58,78.36,1.09,9.97,11.31
2021,4,12,7.42,28.15,5.95,78.31,1.21,9.68,6.48
2021,4,13,7.3,27.84,5.86,79.56,1.65,9.8,3.8
2021,4,14,7.28,28.4,4.92,77.44,1.1,9.82,7.66
2021,4,15,7.27,28.4,5.46,77.64,1.62,9.75,18.95
2021,4,16,7.31,27.53,5.09,75.84,1.34,9.81,5.14
2021,4,17,7.34,27.45,2.71,82.8,2.17,9.63,3.07
2021,4,18,7.21,27.72,4.5,83.2,2.9,9.59,1.35
2021,4,19,7.39,27.88,4.16,80.86,2.68,9.58,0.92
2021,4,20,7.17,27.82,5.34,79.65,2.46,9.58,0.56
2021,4,21,7.34,28.12,5.98,77.39,1.65,9.55,1.07
2021,4,22,7.32,28.54,5.96,75.25,1.47,9.63,2.24
2021,4,23,7.36,28.34,6.31,75.35,1.51,9.6,2.22
2021,4,24,7.31,28.26,6.06,78.53,1.86,9.7,2.26
2021,4,25,7.23,28.33,5.79,78.4,1.8,9.74,3.27
2021,4,26,7.07,28.78,5.15,74.43,1.23,9.95,13.78
2021,4,27,7.2,26.01,2.92,88.01,1.6,9.93,32.05
2021,4,28,7.18,28.17,6.1,77.5,1.2,9.73,1.06
2021,4,29,7.3,28.33,5.8,78.32,1.62,9.94,1.86
2021,4,30,7.31,28.69,6.08,75.74,1.32,9.73,0.56
2021,5,1,7.31,28.3,5.91,80.64,1.27,9.76,2.2
2021,5,2,7.32,27.45,5.2,85.18,1.31,9.81,2.16
2021,5,3,7.36,28.14,5.18,78.88,1.24,9.74,0.78
2021,5,4,7.39,27.92,4.08,80.75,1.25,9.77,1.11
2021,5,5,7.43,28.35,5.77,78.42,1.5,9.71,0.17
2021,5,6,7.24,28.56,5.56,77.31,1.43,9.78,1.12
2021,5,7,7.24,28.09,3.83,82.04,1.03,9.81,10.43
2021,5,8,7.19,27.92,5.05,79.95,1.08,9.89,3.6
2021,5,9,7.24,28.38,5.98,77.47,1.31,9.87,10.57
2021,5,10,7.13,28.14,4.32,78.92,1.25,9.93,18.71
2021,5,11,6.92,27.7,4.69,78.87,0.97,9.95,5.33
2021,5,12,7.21,27.45,3.4,83.1,1.4,9.99,4.32
2021,5,13,7.15,28.35,4.45,80.36,1.37,9.88,7.93
2021,5,14,7.23,27.65,2.9,82.01,1.74,9.88,30.14
2021,5,15,7.09,28.26,4.86,81.76,1.22,9.93,3.18
2021,5,16,7.15,28.39,5.48,80.23,1.26,9.81,1.16
2021,5,17,7.14,27.92,4.44,83.91,1.51,9.91,1.44
2021,5,18,7.07,26.89,2.63,89.3,1.66,9.96,56.43
2021,5,19,7.18,27.22,5.38,84.81,1.86,9.91,8.45
2021,5,20,7.06,28.14,4.96,77.92,1.17,9.8,3.71
2021,5,21,7.12,27.95,5.09,79.24,1.46,9.8,6.26
2021,5,22,7.02,28.07,5.8,78.77,1.5,9.83,2.3
2021,5,23,6.96,27.73,5.53,83.47,1.56,9.83,1.31
2021,5,24,7.04,28.2,5.72,79.01,1.32,9.89,0.74
2021,5,25,7.06,28.71,4.04,76.2,1.07,9.91,6.84
2021,5,26,6.96,28.36,5.36,82.16,1.29,9.96,5.97
2021,5,27,7.02,28.95,5.94,78.39,1.24,9.98,1.93
2021,5,28,7.08,30.51,5.76,73.81,0.72,9.96,4.23
2021,5,29,6.9,29.29,5.54,80.03,0.9,9.94,11.89
2021,5,30,6.92,27.95,4.65,80.77,1.45,9.81,49.73
2021,5,31,7.06,27.36,1.73,81.14,1.8,9.8,28.67
2021,6,1,6.86,26.78,1.93,84.59,2.49,9.64,2.66
2021,6,2,7.04,28.33,6.03,74.71,1.68,9.5,1.76
2021,6,3,7.11,28.9,5.91,75.4,1.28,9.65,0.61
2021,6,4,6.84,28.6,5.23,79.56,1.51,9.88,5.23
2021,6,5,6.94,28.11,5.2,78.38,1.69,9.95,3.66
2021,6,6,6.98,28.48,3.54,75.81,1.48,9.92,10.74
2021,6,7,6.76,28.89,5.46,72.93,1.22,9.85,7.23
2021,6,8,6.95,28.96,5.48,67.49,1,9.81,11.4
2021,6,9,6.75,29.05,5.09,73.07,0.96,9.79,18.43
2021,6,10,6.88,27.88,5.2,78.06,1.24,9.81,27.3
2021,6,11,6.79,28.13,5,81.7,1.87,9.76,13.28
2021,6,12,7.08,26.91,4.4,85.08,1.67,9.75,20.73
2021,6,13,7.01,27.95,5.68,76.56,1.5,9.73,0.94
2021,6,14,6.95,28.25,5.01,75.87,1.47,9.71,1.38
2021,6,15,7.09,27.7,5.91,79.86,1.84,9.64,3.66
2021,6,16,7.07,27.63,4.62,80.97,1.72,9.85,3.56
2021,6,17,7.09,27.68,5.66,79.74,1.5,9.79,1.88
2021,6,18,7.08,28,5.64,76.84,1.36,9.68,0.29
2021,6,19,7.07,28.34,5.65,76,1.53,9.72,0.95
2021,6,20,7.11,28.54,5.62,73.79,1.4,9.62,1.89
2021,6,21,7.06,28.59,5.65,73.91,1.4,9.59,1.08
2021,6,22,6.99,28.48,5.34,76.21,1.23,9.6,2.33
2021,6,23,6.92,27.98,5.84,79.06,1.48,9.6,1.33
2021,6,24,7.05,28.23,5.57,76.15,1.57,9.77,1.51
2021,6,25,7.03,27.93,5.54,77.47,1.55,9.75,2.21
2021,6,26,7.15,28.71,5.7,74.26,1.36,9.69,3.16
2021,6,27,6.97,27.27,4.45,79.54,1.69,9.78,2.83
2021,6,28,7.04,28.07,6.01,73.91,1.52,9.67,0.34
2021,6,29,7.1,28.57,5.77,73.9,1.33,9.73,0.68
2021,6,30,7.04,28.61,5.2,75.16,1.52,9.79,1.07
2021,7,1,6.95,29.27,5.5,71.37,0.9,9.76,2.06
2021,7,2,6.86,27.86,5.26,80.88,1.18,9.85,13.68
2021,7,3,6.9,27.43,4.95,84.34,1.9,9.65,47.97
2021,7,4,6.85,27.99,4.41,78.02,1.89,9.64,1.26
2021,7,5,6.99,27.25,4.84,80.3,1.71,9.61,82.02
2021,7,6,7.06,28.12,5.04,74.82,1.04,9.64,47.51
2021,7,7,6.98,27.26,4.49,78.1,1.4,9.63,17.89
2021,7,8,7.09,27.58,5.44,78.2,1.26,9.77,29.17
2021,7,9,7.07,27.11,3.37,81.56,1.57,9.73,85.56
2021,7,10,7.06,27.86,5.78,75.41,1.66,9.72,6.37
2021,7,11,7.13,28.15,6.42,79.16,1.74,9.82,2.41
2021,7,12,7.1,28.21,5.68,78.91,1.64,9.87,3.69
2021,7,13,7.15,27.51,3.94,79.19,1.31,9.81,8.66
2021,7,14,7.16,28.64,5.92,73.04,1.22,9.92,1.19
2021,7,15,7.07,28.23,5.73,78.27,1.77,9.8,2.9
2021,7,16,6.95,27.36,4.35,83.09,2.02,9.75,20.1
2021,7,17,7.13,28.19,4.86,76.5,1.69,9.57,0.74
2021,7,18,6.98,27.96,5.06,79.75,1.68,9.82,3.67
2021,7,19,7.1,28,4.29,80.18,1.87,9.76,4.28
2021,7,20,7.18,28.65,6.36,72.98,1.5,9.6,1.97
2021,7,21,7.23,28.45,6.67,77.75,1.78,9.59,1.37
2021,7,22,7.17,28.22,6.09,80.09,1.85,9.53,0.39
2021,7,23,7.13,28.2,6.05,78.45,2.18,9.6,0.53
2021,7,24,7.19,28.27,6.5,80.08,2.14,9.73,0.82
2021,7,25,7.2,28.68,6.71,79.39,1.85,9.59,1.38
2021,7,26,7.08,28.4,5.35,80.9,1.67,9.67,2.14
2021,7,27,7.13,28.29,5.69,82.6,2.11,9.74,1.09
2021,7,28,7.16,28.25,6.3,82.65,1.87,9.7,3.83
2021,7,29,7.22,28.43,6.53,80.51,1.55,9.69,2.44
2021,7,30,7.28,28.77,6.39,76.94,1.39,9.86,8.22
2021,7,31,7.24,28.94,6.43,74.96,1.14,9.74,7.37
2021,8,1,7,28.87,6.21,76.42,1.33,9.7,7.45
2021,8,2,7.06,28.38,6.29,79.29,1.39,9.61,3.87
2021,8,3,7.13,28.02,6.38,81.98,1.89,9.72,1.67
2021,8,4,7.23,28.39,6.18,78.36,1.66,9.65,3.67
2021,8,5,7.17,27.7,5.77,82.62,1.91,9.67,10.52
2021,8,6,7.18,28.57,5.92,77.59,1.55,9.78,20.29
2021,8,7,7.11,27.19,5.12,84.35,1.52,9.84,31.97
2021,8,8,7.16,27.92,2.65,72.51,1.1,9.72,14.71
2021,8,9,7.18,27.62,4.25,72.41,0.9,9.72,1.58
2021,8,10,7.22,27.82,6.1,75.95,1.69,9.64,0.55
2021,8,11,7.43,28.07,6.47,77.56,1.74,9.68,0.25
2021,8,12,7.4,28.65,6.83,75.17,1.38,9.63,1.29
2021,8,13,7.3,28.2,3.4,75.11,1.26,9.74,4.29
2021,8,14,7.29,27.84,5.78,77.27,1.55,9.6,0.92
2021,8,15,7.44,27.9,6.89,77.31,1.59,9.55,0.37
2021,8,16,7.35,28.37,5.27,75.03,1.08,9.83,4.42
2021,8,17,7.28,28.36,5.86,76.48,1.45,9.78,4.61
2021,8,18,7.5,28.41,7.05,75.24,1.59,9.59,0.77
2021,8,19,7.43,28.4,6.48,74.08,1.5,9.75,0.31
2021,8,20,7.41,28,5.92,79.14,1.72,9.89,1.82
2021,8,21,7.34,27.35,2.84,80.69,1.64,9.76,5.61
2021,8,22,7.31,28.16,5.65,74.1,1.5,9.7,3.07
2021,8,23,7.44,28.46,6.54,74.84,1.65,9.67,3.17
2021,8,24,7.23,28.55,5.92,72.56,1.3,9.65,7.12
2021,8,25,7.3,26.63,5.42,84.95,1.85,9.74,3.28
2021,8,26,7.07,28.17,5.18,75,1.66,9.77,2.9
2021,8,27,7.27,27.94,5.59,78.02,1.64,9.77,4
2021,8,28,7.24,27.34,4.25,80.13,1.59,9.81,6.03
2021,8,29,7.42,27.93,5.84,78.1,1.76,9.69,2.82
2021,8,30,7.39,28,4.23,76.08,1.53,9.8,0.93
2021,8,31,7.34,28.22,6.47,75.69,1.34,9.77,1.58
2021,9,1,7.27,28.45,5.14,77.08,1.61,9.91,4.03
2021,9,2,7.33,28.2,5,78.19,1.84,9.86,3.53
2021,9,3,7.43,28.5,6.12,73.83,1.68,9.74,1.17
2021,9,4,7.29,28.62,6.04,74,1.59,9.82,1.48
2021,9,5,7.24,28.39,5.05,76.94,1.9,9.87,3.51
2021,9,6,7,27.69,3.37,82.05,2.02,9.68,11.71
2021,9,7,7.21,27.89,5.35,82.15,1.77,9.7,1.3
2021,9,8,7.25,28.21,5.72,78.23,1.75,9.64,3.77
2021,9,9,7.05,27.73,5.36,79.86,1.96,9.69,3.5
2021,9,10,7.14,27.75,5.01,80.67,1.93,9.64,3.95
2021,9,11,7.2,27.41,5.4,82.92,1.73,9.9,4.26
2021,9,12,7.15,27.54,3.97,78.82,1.44,9.9,3.63
2021,9,13,7.25,27.55,5.16,79.43,1.82,9.75,4.75
2021,9,14,7.43,27.68,3.69,77.37,1.51,9.83,1.4
2021,9,15,7.25,27.48,4.86,78.01,1.09,9.75,1.49
2021,9,16,6.98,27.48,5.64,79.67,1.37,9.75,5.8
2021,9,17,7.14,27.73,5.39,78.48,2.1,9.74,3.97
2021,9,18,7.16,28.51,5.64,75.36,1.22,9.84,10.45
2021,9,19,7.2,26.64,5.68,86.94,1.66,9.74,83.33
2021,9,20,7.12,27.45,5.24,80.72,1.5,9.8,22.69
2021,9,21,7.17,27.3,5.18,82.53,1.94,9.71,7.67
2021,9,22,7.21,27.65,4.9,77.26,1.53,9.72,3.57
2021,9,23,7.25,28.78,6.25,73.05,0.88,9.73,0.37
2021,9,24,7.19,28.78,5.89,74.38,0.78,9.73,1.28
2021,9,25,7.05,27.98,4.31,76.27,0.66,9.9,14.52
2021,9,26,7.15,28.57,5.91,73.45,1.33,9.73,1.82
2021,9,27,7.13,28.88,6.05,75.94,1.47,9.83,2.05
2021,9,28,7.25,28.57,5.34,75.93,1.47,9.76,1.99
2021,9,29,7.14,28.85,5.73,75.56,1.41,9.76,1.34
2021,9,30,7.18,28.74,5.8,75.6,1.47,9.81,1
2021,10,1,7.1,28.93,5.87,73.68,1.42,9.71,0.33
2021,10,2,6.81,27.88,5.57,80.38,1.89,9.8,6.24
2021,10,3,6.89,28.56,2.25,73.31,1.22,9.86,0.97
2021,10,4,6.86,27.71,4.52,82.41,2.58,9.73,3.82
2021,10,5,7.03,27.8,5.04,76.89,2.05,9.65,6.68
2021,10,6,6.91,29.15,5.21,65.25,1.14,9.76,0.11
2021,10,7,7.04,29.03,5.54,75.42,1.56,9.71,0.69
2021,10,8,6.87,28.12,3.18,80.18,2.57,9.67,2.79
2021,10,9,6.94,27.32,2.21,82.99,2.9,9.71,2.59
2021,10,10,6.83,27.9,4.22,79.73,3.35,9.7,0.52
2021,10,11,6.79,28.6,3.4,79.73,2.58,9.99,5.78
2021,10,12,6.84,29.24,5.22,72.69,1.5,9.71,1.85
2021,10,13,6.88,27.86,5.36,80.06,1.39,9.73,14.66
2021,10,14,6.66,28.56,5.15,76.85,1.3,10.01,3.11
2021,10,15,6.68,26.99,4.09,91.33,2.08,9.9,35.3
2021,10,16,6.84,28.59,5.6,74.83,1.51,9.79,1.49
2021,10,17,6.88,28.56,5.5,79.29,1.57,9.9,1.44
2021,10,18,7.04,28.76,5.26,74.78,0.92,9.75,3.6
2021,10,19,6.98,28.17,4.81,80.38,1.34,9.82,4.5
2021,10,20,6.95,27.8,4.57,80,1.35,9.8,25.44
2021,10,21,6.95,28.19,5.12,77.5,1.06,9.69,13.35
2021,10,22,6.88,27.48,5.18,80.94,1.59,9.96,12.33
